"","1"
"Dy.to.1layhid6",0.495619641604594
"Ho.to.1layhid6",0.0374151861179653
"Tm.to.1layhid6",-0.13208803695591
"Lu.to.1layhid6",1.4767874235521
"Hf.to.1layhid6",3.53936481413754
"Ta.to.1layhid6",-0.328718464936484
"W.to.1layhid6",1.28971059413656
"Au.to.1layhid6",-114.451512873527
"Intercept.to.1layhid7",-0.521682702894601
"Li.to.1layhid7",-1.06813120068717
"Be.to.1layhid7",0.428365903266692
"B.to.1layhid7",117.425981765571
"C.to.1layhid7",-55.5843322713525
"O.to.1layhid7",-56.3343652773065
"Mg.to.1layhid7",-0.658503425821771
"Al.to.1layhid7",1.77097038822599
"Si.to.1layhid7",-0.271763715111397
"Sc.to.1layhid7",0.947951995875196
"Ti.to.1layhid7",-3.14245410977969
"V.to.1layhid7",0.756968598078994
"Cr.to.1layhid7",-0.878416336652106
"Mn.to.1layhid7",-0.283692388741452
"Fe.to.1layhid7",1.04547245628274
"Co.to.1layhid7",-0.0215879527847261
"Ni.to.1layhid7",-2.07230768405165
"Cu.to.1layhid7",0.931038440348583
"Zn.to.1layhid7",116.870782723488
"Ge.to.1layhid7",0.998068908554848
"Y.to.1layhid7",1.25848166459556
"Zr.to.1layhid7",2.84890468792038
"Nb.to.1layhid7",-2.46536559476545
"Mo.to.1layhid7",2.86555889874374
"Pd.to.1layhid7",1.01687282979954
"Sn.to.1layhid7",-0.0267174641382579
"Ce.to.1layhid7",0.703607778798261
"Gd.to.1layhid7",-0.971385229151864
"Tb.to.1layhid7",-1.09615624155886
"Dy.to.1layhid7",0.0490504509375971
"Ho.to.1layhid7",-1.19849585655778
"Tm.to.1layhid7",0.190018998559748
"Lu.to.1layhid7",1.29770589960467
"Hf.to.1layhid7",-1.48456610352266
"Ta.to.1layhid7",-2.48894758305524
"W.to.1layhid7",-0.0649615182771569
"Au.to.1layhid7",-111.817596119824
"Intercept.to.Hardness",-0.383243684625338
"1layhid.1.to.Hardness",2.17175489025947
"1layhid.2.to.Hardness",1.43782911913128
"1layhid.3.to.Hardness",-5.29311172115662
"1layhid.4.to.Hardness",-3.46373109259362
"1layhid.5.to.Hardness",-1.37154256627781
"1layhid.6.to.Hardness",1.64232363334191
"1layhid.7.to.Hardness",0.493201181528725
